professor_name,school_name,department_name,local_name,state_name,year_since_first_review,star_rating,take_again,diff_index,tag_professor,num_student,post_date,name_onlines,name_not_onlines,student_star,student_difficult,attence,for_credits,would_take_agains,grades,help_useful,help_not_useful,comments,word_comment,gender,race,asian,hispanic,nh_black,nh_white,gives_good_feedback,caring,respected,participation_matters,clear_grading_criteria,skip_class,amazing_lectures,inspirational,tough_grader,hilarious,get_ready_to_read,lots_of_homework,accessible_outside_class,lecture_heavy,extra_credit,graded_by_few_things,group_projects,test_heavy,so_many_papers,beware_of_pop_quizzes,IsCourseOnline
William  Brooks,Florida Atlantic University,Biology department, Boca Raton, FL,1.0,3.5,68%,3.6,Skip class? You won\'t pass. (73)  BEWARE OF POP QUIZZES (47)  Tough Grader (39)  Hilarious (27)  LECTURE HEAVY (21)  Get ready to read (20)  EXTRA CREDIT (15)  Amazing lectures (11)  TEST HEAVY (8)  Respected (7)  Inspirational (7)  Clear grading criteria (5)  Participation matters (4)  Gives good feedback (4)  Caring (2),274.0,10/28/2017,NAN,BSC1011,3.0,2.0,Mandatory,Yes,No,A,0.0,1.0,Do not buy the workbook. This class is an easy A. Students who don\'t pass are the ones who study the night before. If you can\'t get an A in this course you are not ready for upper level science courses. also DO NOT BE LATE. NOT EVEN A SECOND (LITERALLY).,51.0,male,hispanic,0.009557745,0.5360341,0.015778068,0.43863013,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0
Jones,Philadelphia University,Mathematics department, Philadelphia, PA,2.0,1.5,,4.0,,3.0,09/28/2005,NAN,FINITEMATH,1.5,2.0,,,,,0.0,0.0,Ok so this class was boring and too easy but the teacher complicated it. She takes EVERYTHING from the book even explanations which arent really worth while because they might not make sense to you. SO get yourself a real good tutor for this class,45.0,male,nh_white,0.01153358,0.07444102,0.04268707,0.87133837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carla  Steinberg,Sonoma State University,English department, Rohnert Park, CA,4.0,4.4,,2.0,,32.0,08/31/2005,NAN,SHORTSTORY,5.0,3.0,,,,,0.0,0.0,No Comments,2.0,male,hispanic,0.010686591,0.5016725999999999,0.017180476,0.47046033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preston  Allen,Miami Dade College (all),English department, Miami, FL,2.0,3.9,85%,2.7,Amazing lectures (14)  Hilarious (11)  Gives good feedback (10)  Participation matters (9)  Inspirational (8)  LOTS OF HOMEWORK (8)  Tough Grader (6)  Respected (6)  Get ready to read (5)  Skip class? You won\'t pass. (3)  EXTRA CREDIT (2)  Clear grading criteria (2)  Caring (2)  SO MANY PAPERS (1)  GROUP PROJECTS (1)  BEWARE OF POP QUIZZES (1),126.0,05/04/2018,NAN,ENC1102,5.0,2.0,Mandatory,Yes,Yes,A,0.0,0.0,Amazing professor has a bit of OCD when it comes to papers and how he likes it done but a lot very easy very lenient and gives you opportunities to make up your assignments.,34.0,male,hispanic,0.0061468207,0.8034474,0.034711476,0.15569429,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0
Cathy  Stephan,University of Rhode Island,Psychology department, Kingston, RI,2.0,4.7,,1.8,,5.0,08/24/2005,NAN,PSY235,5.0,3.0,Mandatory,,,C,0.0,0.0,great teacher and very helpful always gives prompt email help and the papers arent really that hard...,17.0,male,nh_white,0.008666667,0.026616422,0.14867145,0.81604546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kathy  Johnson,Volunteer State Community College,Mathematics department, Gallatin, TN,10.0,4.5,,2.6,LOTS OF HOMEWORK (3)  Skip class? You won\'t pass. (2)  Gives good feedback (2)  Respected (1)  Inspirational (1)  TEST HEAVY (1)  ACCESSIBLE OUTSIDE CLASS (1),32.0,06/05/2011,NAN,MATH1130,5.0,3.0,,,,,0.0,1.0,Amazing teacher! Had her for my online College Alg class and she is so helpful with any questions you have. I would take one of her classes anytime!,28.0,male,nh_white,0.03493575,0.08361041,0.2606702,0.6207835999999999,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
Larry  Hardy,Georgia State University Perimeter College - Decatur,Mathematics department, Decatur, GA,6.0,2.5,,3.6,Skip class? You won\'t pass. (2)  EXTRA CREDIT (1)  Tough Grader (1)  Caring (1),45.0,05/18/2010,NAN,MATH1113,3.5,2.0,,,,,0.0,0.0,Dr. Hardy is NOT for the faint-at-heart immature or lazy. He expects you to catch on quickly and is not going to baby anyone. If you do the work you should pass. Also he\'s not very helpful so be ready to spend time in the tutoring lab,47.0,male,nh_black,0.0054909093,0.05833652,0.6924908000000001,0.24368174,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Mardi  Craig,Maryville College,Social Science department, Maryville, TN,3.0,4.3,,3.3,,7.0,06/06/2005,NAN,RESEARCH,5.0,4.0,,,,,0.0,0.0,I have to admit that I was not interested in Research Methods when I first was given the required courses for graduation. Dr. Craig was also my freshman seminar professor. She is an awesome individual with outstanding amounts of knowledge. She became my mentor and confidant as I progressed through college. She will always help when needed.,57.0,male,nh_white,0.051889524,0.2770042,0.15977475,0.5113314999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amin  Ibrahim,University of Texas Rio Grande Valley (all campuses),Chemistry department, Multiple Cities, TX,11.0,4.0,,2.5,Hilarious (1)  Caring (1),22.0,07/08/2013,NAN,1332,4.0,1.0,,,,,0.0,0.0,Professor Ibrahim is extremly nice and is understanding. He drops the lowest grade and funny. I would definatly take one of his other classes again. BEST professor ever!! If I were you I\'d fight tooth and nail to get into his class. :),43.0,male,hispanic,0.033485346,0.6401587,0.061941512,0.2644145,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carol  Bennet,Western Michigan University,English department, Kalamazoo, MI,6.0,4.3,,3.2,,10.0,04/01/2004,NAN,BIS142,3.0,5.0,,,,,0.0,0.0,"Very particular person to paragraph and sentence structure. ""Attendance"" is almost mandatory w/ her. ""Assigned Seating"" must sit in assigned seat only. Can\'t eat in class doesn\'t like when you walk out of class. I don\'t recommend unle",38.0,male,nh_white,0.01608045,0.4161487,0.041194953,0.5265759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gale  Bruce,Georgia State University Perimeter College - Decatur,English department, Decatur, GA,6.0,3.9,,3.0,,42.0,08/25/2011,NAN,ENG1101,5.0,2.0,,,,,0.0,0.0,The Perfect Teacher!! I learned alot and she will work with you with whatever you have going on. All around best teacher I have ever had!!,26.0,male,nh_black,0.0054909093,0.05833652,0.6924908000000001,0.24368174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary  Anderson,Washington State University,English department, Pullman, WA,4.0,2.6,,3.6,,9.0,11/24/2004,NAN,HUM101,3.0,2.0,,,,,0.0,0.0,No Comments,2.0,male,nh_white,0.019083912,0.020339891,0.3366198,0.6239564000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudi  Hartmann,University of Colorado Denver,Geography department, Denver, CO,14.0,2.8,,2.3,Participation matters (3)  Get ready to read (2)  LECTURE HEAVY (1),15.0,09/20/2003,NAN,GEOG1102,1.5,4.0,,,,,0.0,0.0,No Comments,2.0,male,hispanic,0.010951649,0.7501523,0.03321053,0.20568551,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Beth  Todd,University of Alabama,Engineering department, Tuscaloosa, AL,15.0,4.3,,1.1,Clear grading criteria (3)  Skip class? You won\'t pass. (3)  Participation matters (2)  ACCESSIBLE OUTSIDE CLASS (1)  Respected (1),16.0,12/01/2014,NAN,ME121,3.5,1.0,Mandatory,Yes,,A,0.0,0.0,Dr. Todd is very helpful and nice. ME 121 is a very easy class so easy that basically if you show up to class then you will pass. There are in class assignments everyday so it is important to show up. The only work really outside of class is the 10 minute homeworks on Blackboard and the two professional society meetings for credit.,63.0,male,nh_white,0.03340281,0.44830543,0.030200649,0.48809105,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heibatollah  Sami,Temple University,Accounting department, Philadelphia, PA,5.0,1.9,,4.4,,18.0,07/13/2005,NAN,ACCT11,2.5,4.0,Mandatory,,,,1.0,0.0,good news he\'s not teaching at temple anymore took him for summer 1 2005 and reuctantly i survived the rumours are tru he\'s fu ckin crazy he\'s a prick makes u feel dumb if u ask or answer a question. Study ya a ss off go over the slides and make sure you read and find a copy of the solutions cuz wit this mad man a prayer aint gonna help!!!,71.0,male,nh_white,0.0036544285,0.019211343,0.007508605,0.9696256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joseph  Davidson,Arizona State University,Engineering department, Tempe, AZ,15.0,2.8,,3.8,TEST HEAVY (3)  LOTS OF HOMEWORK (3)  Tough Grader (2)  LECTURE HEAVY (1),10.0,01/08/2018,NAN,MAE544,1.0,5.0,Not Mandatory,Yes,No,,2.0,0.0,avoid his class under all circumstances.,6.0,male,hispanic,0.010094788,0.61449987,0.022723423,0.35268188,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
Jessica  Wyman,The Ontario College of Art and Design University (OCAD U),Art History department, Toronto, ON,15.0,3.7,,3.4,,14.0,03/19/2018,NAN,CROS3012,1.0,3.0,Mandatory,Yes,No,B+,0.0,0.0,Her teaching is elementary. She literally sat us down during one class and showed us a video of a man showing the process of how a first grader learned to draw a butterfly to a bunch of other first graders. Very rude doesn\'t take the time to have conversations with students and if you question any part of her teaching she snaps at you.,64.0,male,hispanic,0.01491375,0.6913993,0.03906717,0.2546197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudi  Hartmann,University of Colorado Denver,Geography department, Denver, CO,14.0,2.8,,2.3,Participation matters (3)  Get ready to read (2)  LECTURE HEAVY (1),15.0,11/13/2008,NAN,GEOG1102,3.5,3.0,,,,,0.0,0.0,You can\'t not love this guy- loves teaching and is always willing to help you has an old-man-endearing and innocent nature to him. always means well and works hard for his students. His class is interesting and not too challenging. I took world regional geography with him and enjoyed it.,50.0,male,hispanic,0.010951649,0.7501523,0.03321053,0.20568551,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Marc  Stern,Bentley University,History department, Waltham, MA,11.0,3.2,,3.9,LECTURE HEAVY (1)  Get ready to read (1)  LOTS OF HOMEWORK (1),28.0,11/04/2008,NAN,HI353,1.5,5.0,,,,,0.0,0.0,Terrible teacher. I expected better from the head of the department but every class he decides to display his knowledge about the topic and branch off to random topics. After all that he expects you to know what he meant to talk about. Also a mean guy in general. Very inconsiderate when a student was very sick and needed to switch final time.,63.0,male,nh_white,0.010527529,0.09152519,0.23516609,0.6627812,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Marc  Stern,Bentley University,History department, Waltham, MA,11.0,3.2,,3.9,LECTURE HEAVY (1)  Get ready to read (1)  LOTS OF HOMEWORK (1),28.0,12/26/2006,NAN,HI346,2.5,4.0,,,,,0.0,0.0,this was so boring i could not help but fall asleep. this is not an easy class and you will need to memorize EVERYTHING.,24.0,male,nh_white,0.010527529,0.09152519,0.23516609,0.6627812,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Michael  Rooney,Pasadena City College,Philosophy department, Pasadena, CA,6.0,3.5,75%,3.8,Tough Grader (9)  Skip class? You won\'t pass. (5)  Get ready to read (5)  LECTURE HEAVY (4)  Amazing lectures (3)  Clear grading criteria (2)  EXTRA CREDIT (1)  Participation matters (1)  Hilarious (1)  Gives good feedback (1)  TEST HEAVY (1)  Respected (1)  Inspirational (1),92.0,12/02/2014,NAN,PHILO25,1.0,5.0,Mandatory,Yes,,A+,1.0,8.0,Lecture are incredibly long and boring,6.0,male,hispanic,0.0050965566,0.8897763000000001,0.013233071,0.09189419,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0
Phil  Matheson,Utah Valley University,Physics department, Orem, UT,9.0,3.6,,3.2,Tough Grader (1)  Participation matters (1),25.0,11/30/2013,NAN,PHY101,3.0,2.0,,,,,0.0,0.0,His assignments are easy. Go to class and listen you can sleep if you like. Can\'t review his lectures (not posted online) never follows schedule. TESTS ARE IMPOSSIBLE LITERALLY BUT......He curves test like none other. For example a 35/50 on one test was an A so just study at the last minute for the tests and beat your classmates.,59.0,male,hispanic,0.024467712,0.5329541,0.052933313,0.38964492,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Karen  Douglas,San Antonio College,Psychology department, San Antonio, TX,3.0,3.0,,2.9,Get ready to read (10)  Clear grading criteria (6)  LOTS OF HOMEWORK (4)  GROUP PROJECTS (3)  Participation matters (3)  Tough Grader (2)  BEWARE OF POP QUIZZES (2)  LECTURE HEAVY (1)  Caring (1)  Skip class? You won\'t pass. (1)  GRADED BY FEW THINGS (1)  Respected (1)  Inspirational (1),85.0,12/13/2016,NAN,PSYC2314,4.0,3.0,,Yes,Yes,A+,0.0,0.0,The only reason I gave this professor a 4 was because of her lack of communication and her assignments were not clear 70% of the time. I took her online class ( I recommend if you want an A) I passed with an A because I did all the work on time that\'s really all you have to do. Not hard at all can be confusing at times that\'s all.,70.0,male,hispanic,0.00970379,0.83910215,0.019570757,0.13162331,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,0
Mary Lou  Frank,Kennesaw State University,Psychology department, Kennesaw, GA,11.0,2.5,,3.2,,9.0,12/20/2014,PSYC1101,NAN,1.0,5.0,,Yes,,,0.0,0.0,Do Not Take Her!!!,4.0,male,nh_black,0.004541946,0.010388728,0.65937746,0.3256919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Carolyn  Perry,Citrus College,Education department, Glendora, CA,4.0,2.8,,2.4,EXTRA CREDIT (3)  Tough Grader (2)  Hilarious (1)  GROUP PROJECTS (1)  LECTURE HEAVY (1)  Caring (1)  Amazing lectures (1)  Respected (1),53.0,12/30/2014,NAN,205,3.0,1.0,,Yes,,A,0.0,0.0,Prof Perry is a very unorganized but she makes up for it with a lot of extra credit. I can honestly say that if you study what she gives in her study guides then you should be good. She didn\'t require finals for people who have 96% and above and trust me I had like a 103% cause of the extra credit.,62.0,male,nh_white,0.03468086,0.08738095,0.055209137,0.82272905,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0
Kazim  Ruhi,University of Maryland,Business department, College Park, MD,11.0,3.7,,3.1,Skip class? You won\'t pass. (2)  Tough Grader (2)  LECTURE HEAVY (2)  LOTS OF HOMEWORK (1)  ACCESSIBLE OUTSIDE CLASS (1)  Respected (1)  Clear grading criteria (1)  Get ready to read (1),21.0,04/12/2016,NAN,BMGT385,1.0,4.0,Not Mandatory,Yes,,,0.0,0.0,He\'s smart but he\'s rude to his students. Very bad at explaining the concepts to students. Ask him for help? He\'ll act like you\'re wasting his time. If there\'s another option take another teacher. You\'ll spend hours reading the textbook and watching youtube trying to teach yourself.,47.0,male,nh_white,0.01312496,0.024353404,0.38079727,0.58172435,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0
Kathy  Johnson,Volunteer State Community College,Mathematics department, Gallatin, TN,10.0,4.5,,2.6,LOTS OF HOMEWORK (3)  Skip class? You won\'t pass. (2)  Gives good feedback (2)  Respected (1)  Inspirational (1)  TEST HEAVY (1)  ACCESSIBLE OUTSIDE CLASS (1),32.0,12/27/2012,NAN,MATH1010,3.5,2.0,,,,,0.0,1.0,Great teacher. She cares about your grades and always makes sure you understand the material.,15.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0
Sue  Davis,Denison University,Political Science department, Granville, OH,13.0,3.5,,3.5,SO MANY PAPERS (1)  Tough Grader (1)  LOTS OF HOMEWORK (1),13.0,08/06/2010,NAN,POLIS300,1.0,5.0,,,,,0.0,0.0,If you want to become misinformed about the truth\'s of the world take this professor. The answer for everything is War and America in this class. This is a class for narrow minded people.,34.0,male,nh_black,0.0027697857,0.009523001,0.68443924,0.30326787,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
Thane  Glenn,Bryn Athyn College,English department, Bryn Athyn, PA,14.0,4.5,,2.9,Inspirational (1)  Participation matters (1)  Gives good feedback (1),7.0,10/19/2005,NAN,WRITING102,5.0,2.0,,,,,0.0,0.0,One of the best English teachers I\'ve ever had.,9.0,male,nh_white,0.009075307,0.031216262,0.44335094,0.51635754,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Andrew  Irvine,University of British Columbia,Philosophy department, Vancouver, BC,8.0,4.4,,2.3,Caring (3)  Gives good feedback (2)  Clear grading criteria (1)  Respected (1),42.0,06/13/2009,NAN,PHIL120,5.0,2.0,,,,,0.0,0.0,Very good at getting his message across in class. Manages to make a relatively boring topic semi-interesting. You really don\'t need to go to class though. Everything is in the textbook. Going to class does help to clarify.,38.0,male,hispanic,0.029520638,0.704469,0.036551047,0.2294593,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sandra  Clark,Anderson University,English department, Anderson, IN,5.0,1.9,,3.7,,20.0,04/23/2005,NAN,103,1.0,3.0,,,,,0.0,0.0,worst teacher at AU,4.0,male,nh_black,0.0030368296,0.0076902825,0.6541729000000001,0.33510008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudi  Hartmann,University of Colorado Denver,Geography department, Denver, CO,14.0,2.8,,2.3,Participation matters (3)  Get ready to read (2)  LECTURE HEAVY (1),15.0,02/22/2016,NAN,GEOG1102,1.5,2.0,Mandatory,Yes,,A,1.0,0.0,"He gives unclear lectures filled with off-topic interjections and ramblings. PPT slides directly copied from the textbook are used for ""lectures"". Boring classes with zero group projects no creativity. I often walked out of class due to being so frustrated. I barely studied and still gots A\'s on all my papers and midterms. A total waste. Avoid!",57.0,male,hispanic,0.010951649,0.7501523,0.03321053,0.20568551,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Guy  King,California State University Chico,Geography department, Chico, CA,11.0,3.9,,1.9,Get ready to read (2)  Clear grading criteria (2),26.0,05/26/2004,NAN,GEOG001,5.0,2.0,,,,,0.0,0.0,Dr. King is intelligent and humorous his anecdotes apply geography to the real world instead of just teaching out of the textbook. If you come to class and study for the tests you will be rewarded with respect and an excellent grade!,42.0,male,hispanic,0.013929932,0.58274835,0.032823265,0.37049845,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Karen  Carr,Rhode Island College,Writing department, Providence, RI,8.0,3.3,,2.9,Get ready to read (6)  Participation matters (4)  LOTS OF HOMEWORK (2)  Skip class? You won\'t pass. (2)  Tough Grader (1)  GRADED BY FEW THINGS (1),44.0,04/23/2015,NAN,ENGL120,3.5,3.0,Mandatory,Yes,,A-,0.0,0.0,Good instructor she\'s hilarious and has a passion for English that most people don\'t have. Participate in the discussions come up with original ideas and you\'ll be fine. Lots of reading (it is a Lit course) and two-page papers due every week. Participation is a huge part of the grade introverts beware.,52.0,male,nh_white,0.057025738,0.246942,0.18821451,0.5078176999999999,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0
Diane  Reid,Indiana University Southeast,Communication department, New Albany, IN,8.0,4.5,,2.8,Tough Grader (3)  Gives good feedback (3)  Respected (2)  BEWARE OF POP QUIZZES (2)  LOTS OF HOMEWORK (1)  Skip class? You won\'t pass. (1)  Hilarious (1)  Get ready to read (1),34.0,12/08/2010,NAN,SPCH121,5.0,3.0,,,,,0.0,0.0,GREAT Professor. She turns an intimidating class into one that you might actually look forward to. Great classroom environment she is incredibly helpful and a great person but she does have her rules about attendance format etc. If you do all the work and pay attention to detail you can pass even if your speeches aren\'t great. Take her!,59.0,male,nh_white,0.011795173,0.07335346,0.13582584,0.77902555,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
Suzanne  Bernhardt,Bryn Athyn College,English department, Bryn Athyn, PA,14.0,2.6,,3.7,SO MANY PAPERS (1)  Get ready to read (1)  EXTRA CREDIT (1),16.0,09/26/2003,NAN,SPEECH105,2.0,3.0,,,,,0.0,0.0,Oh my gosh...,3.0,male,nh_white,0.009075307,0.031216262,0.44335094,0.51635754,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Frank  Mitchell,Camden County College,Psychology department, Blackwood, NJ,4.0,4.3,80%,1.9,EXTRA CREDIT (9)  Amazing lectures (5)  Hilarious (5)  Get ready to read (4)  Inspirational (4)  LECTURE HEAVY (3)  Clear grading criteria (2)  Participation matters (2)  Skip class? You won\'t pass. (1)  Caring (1)  Respected (1)  Gives good feedback (1),105.0,11/17/2016,NAN,PSY101,3.0,2.0,Not Mandatory,Yes,Yes,A,0.0,0.0,"Professor Mitchell\'s class was my 1st college course taken in 18 years. His technique annoyed me at first but once I got the hang of his style he wasn\'t so bad. Read the book follow the syllabus and come to class and you will be fine. His stories are ""quite literally"" legendary!8-)",52.0,male,nh_white,0.044139627,0.08642085,0.031003002,0.83843654,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0
Susan  Murray,New York University,Communication department, New York, NY,14.0,4.0,,2.5,Clear grading criteria (1)  LECTURE HEAVY (1),13.0,01/02/2013,NAN,TV1,4.5,2.0,,,,,0.0,0.0,Knowledgeable professor. The material lends itself to dryness because much of it is a repeat of material studied in several other MCC classes. Not a demanding course if you stay on top of the materials and screenings. I enjoyed the class her structuring of the class and her dry wit.,50.0,male,nh_white,0.0077924419999999,0.01605059,0.047668166,0.92848885,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jerry  Johnson,Western Washington University,Mathematics department, Bellingham, WA,6.0,4.4,,3.4,Caring (1)  Respected (1),39.0,12/16/2010,NAN,MATH124,4.5,3.0,,,,,0.0,0.0,Jerry as he insists on being called is an excellent teacher and a great man. He really cares for his students and has a fun time getting to know them and teaching them. Holds plenty of review sessions for tests and will do whatever it takes to get you to pass as long as you try. Sometimes he\'s not crystal clear but he will explain if asked.,67.0,male,nh_black,0.004243076,0.003353281,0.92095935,0.07144431,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vanessa  Mitchell,Volunteer State Community College,Psychology department, Gallatin, TN,14.0,4.4,,2.9,Tough Grader (3)  Caring (2)  ACCESSIBLE OUTSIDE CLASS (2)  Gives good feedback (1),20.0,12/17/2015,NAN,PSYC1030,2.0,5.0,Mandatory,Yes,,,0.0,0.0,"I had to dance the nutcracker in front of the whole class. If I didn\'t she was going to take away points!! We had to take selfies with strangers in public! Basically we did a ton of stupid stuff that had no relation to psychology. She said we won\'t need a book then test time comes and she says ""Read your chapters!"" She never taught us anything.",67.0,male,nh_white,0.03493577,0.083610445,0.26067016,0.6207835999999999,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Kim  Finn,DeVry University,Psychology department, North Brunswick, NJ,11.0,4.5,,2.4,Participation matters (1)  EXTRA CREDIT (1),31.0,09/28/2007,NAN,PSYC110,3.0,5.0,,,,,0.0,0.0,pretty good looking but mad moody.one day stupid nice then some days shes just nasty. alot of tests and no cheating. like a hawk.fun class but not the easiest.,29.0,male,nh_white,0.008272339,0.036276795,0.033983715,0.9214671999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Thompson- Brieg,University of New Hampshire (all campuses),Languages department, Durham, NH,9.0,2.9,,3.5,,13.0,11/26/2007,NAN,SPAN503,2.5,4.0,,,,,0.0,0.0,not the greatest teacher i\'ve had in my life. dont really look forward to classes as they become awkward when no one answers questions and every minute seems like it goes on forever. Not really too helpful if you visit for office hours. Looking forward to the end of the semester.,51.0,male,hispanic,0.020647136,0.6153307,0.13505778,0.2289643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mark  Kenney,Albright College,Psychology department, Reading, PA,10.0,3.8,,2.0,,6.0,02/10/2004,NAN,IDSJ32,5.0,2.0,,,,,0.0,0.0,Kenney and Clark are a great pair. They\'re OK,9.0,male,nh_white,0.019316565,0.06041165,0.25892282,0.66134906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
William  Brooks,Florida Atlantic University,Biology department, Boca Raton, FL,1.0,3.5,68%,3.6,Skip class? You won\'t pass. (73)  BEWARE OF POP QUIZZES (47)  Tough Grader (39)  Hilarious (27)  LECTURE HEAVY (21)  Get ready to read (20)  EXTRA CREDIT (15)  Amazing lectures (11)  TEST HEAVY (8)  Respected (7)  Inspirational (7)  Clear grading criteria (5)  Participation matters (4)  Gives good feedback (4)  Caring (2),274.0,11/03/2017,NAN,BSC1011,4.0,4.0,Mandatory,Yes,Yes,A,1.0,1.0,I took Brooks for BSC1010 as well same textbook that I never opened. Read the ppts! take notes on what he lectures! Go to classes and study for iclicker quizzes they are pop quizzes & not scheduled. Exams often have a few freebies but they are very long study well!,50.0,male,hispanic,0.009557745,0.5360341,0.015778068,0.43863013,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0
Laura  Colbert,Harper College,Theater department, Palatine, IL,11.0,3.0,,3.0,LOTS OF HOMEWORK (1)  Gives good feedback (1)  Get ready to read (1)  Inspirational (1)  Clear grading criteria (1),30.0,04/25/2005,NAN,ACTING2,1.0,5.0,,,,,1.0,2.0,She is really self-centered. Doesn\'t care about her students at all and talks negitively about them in class. She gives bad grades to people who do the work and work hard and others who don\'t care about the class she gives them excellent grades. DON\'T TAKE HER. YOU\'LL BE MAKING THE BIGGEST MISTAKE.,53.0,male,nh_white,0.017346703,0.029475305,0.26035756,0.6928204000000001,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Linda  Bobo,Stephen F. Austin State University,Medicine department, Nacogdoches, TX,2.0,4.0,,2.7,,6.0,04/28/2004,NAN,475,5.0,3.0,,,,,0.0,0.0,A great Teacher. Is always there to help you out. Great at answering questions. Very knowledgeable.,16.0,male,nh_black,0.004183439,0.010255323,0.5680036,0.4175577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
John  Ferguson,Eastern Kentucky University,Education department, Richmond, KY,14.0,4.3,,1.4,Respected (1)  Inspirational (1)  Caring (1),15.0,03/28/2005,NAN,ELE322,5.0,1.0,,,,,0.0,0.0,Wonderful teacher! This class is very fun! I would recommend him to anyone!,13.0,male,nh_white,0.020318355,0.04913254,0.46115834,0.4693908,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
James  Arvo,University of California Irvine,Engineering department, Irvine, CA,6.0,4.6,,2.7,,27.0,04/01/2008,NAN,CS162,4.5,1.0,,,,,0.0,0.0,The rest of the comments are spot on. One of the best professors UCI has to offer. Gently explains complex topics provides beautiful proofs and encourages good note-taking by providing clear explanations on the whiteboard. Always well prepared and very helpful during office hours. Take this course if you get a chance you won\'t regret it.,56.0,male,nh_white,0.041626584,0.30135983,0.049820285,0.60719323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
